release_agency,species,run,brood_year,release_year,first_release_date,last_release_date,mean_release_date,release_stage,rearing_type,avg_weight,avg_length,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,total_release
SUQ,chinook,3,1997,1998,4/22/1998,5/6/1998,119,S,H,8.65,91.60899686,CLEAR CR     15.0249,CLEAR CR HATCHERY-15,GROVERS CR   15.0299,WA,MPS,EKPN,50271
WDFW,chinook,3,1952,1953,6/4/1953,6/4/1953,155,S,H,6.24,82.36713874,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,91958
NISQ,chinook,3,1997,1998,5/26/1998,6/9/1998,153,G,H,8.27,90.27862863,KALAMA CR    11.0017,KALAMA CR HATCHERY,NISQUALLY R  11.0008,WA,SPS,NISQ,553000
NISQ,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,3.15,65.93011421,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,39000
WDFW,chinook,3,1952,1953,6/5/1953,6/5/1953,156,G,H,2.2,58.65736556,ELWHA R      18.0272,BINGHAM CR HATCHERY,SPRING CR    29.0159,WA,JUAN,ELDU,3166
WDFW,chinook,3,1952,1953,6/6/1953,6/6/1953,157,S,H,6.04,81.49803264,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,101747
WDFW,chinook,3,1952,1953,6/16/1953,6/16/1953,167,S,H,5.2,77.61942863,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,28710
WDFW,chinook,3,1952,1953,6/16/1953,6/16/1953,167,S,H,5.03,76.78385305,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,23400
WDFW,chinook,3,1952,1953,6/17/1953,6/17/1953,168,S,H,4.76,75.41670369,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,32585
WDFW,chinook,3,1952,1953,6/17/1953,6/17/1953,168,S,H,4.76,75.41670369,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,21280
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,24821
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,9843
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,6.88,85.02797,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,7.32,86.7617984,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,7.44,87.2224085,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,7.21,86.33507752,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,7.44,87.2224085,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,7.09,85.86452657,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
SKOK,chinook,3,1997,1998,5/19/1998,5/19/1998,139,G,H,7.21,86.33507752,ENETAI CR    16.0217,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,43372
WDFW,chinook,3,1952,1953,6/23/1953,6/23/1953,174,G,H,2.67,62.47468168,KENDALL CR   01.0406,KENDALL CR HATCHERY,SPRING CR    29.0159,WA,NOWA,NOOK,40560
WDFW,chinook,3,1952,1953,6/23/1953,6/23/1953,174,G,H,2.67,62.47468168,KENDALL CR   01.0406,KENDALL CR HATCHERY,SPRING CR    29.0159,WA,NOWA,NOOK,40560
WDFW,chinook,1,1997,1998,5/20/1998,5/20/1998,140,,H,5.96,81.14495515,KIDNEY CR    01.0443,KENDALL CR HATCHERY,NOOKSACK R   01.0120,WA,NOWA,NOOK,198263
WDFW,chinook,3,1952,1953,6/30/1953,6/30/1953,181,S,H,4.67,74.9493855,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,14550
WDFW,chinook,3,2011,2012,5/20/2012,5/20/2012,141,,H,6.17,80,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,175000
LUMMI,chinook,3,1997,1998,5/8/1998,5/8/1998,128,G,H,5.4,78.5791996,LUMMI SEA PONDS,LUMMI SEA PONDS,NOOKSACK+SAMISH MIX,WA,NOWA,NOOK,1500000
SUQ,chinook,3,1997,1998,4/20/1998,5/8/1998,119,S,H,6.59,83.84392567,DOGFISH CR   15.0285,WEBSTER'S HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,140028
WDFW,chinook,3,1952,1953,7/1/1953,7/1/1953,182,S,H,5.33,78.24604946,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,17000
WDFW,chinook,1,1952,1953,7/23/1953,7/23/1953,204,G,H,1.92,56.11397351,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,62040
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,25169
SUQ,chinook,3,1998,1998,12/29/1998,12/29/1998,363,E,H,0.41,33.94162066,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,130337
SUQ,chinook,3,1998,1998,12/30/1998,12/30/1998,364,E,H,0.41,33.94162066,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,115695
SUQ,chinook,3,1998,1998,12/31/1998,12/31/1998,365,E,H,0.41,33.94162066,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,24530
WDFW,chinook,1,1952,1953,8/3/1953,8/3/1953,215,S,H,7.95,89.12596326,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,14706
WDFW,chinook,1,1952,1953,8/3/1953,8/3/1953,215,S,H,7.95,89.12596326,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,14250
WDFW,chinook,1,1952,1953,8/4/1953,8/4/1953,216,S,H,10.06,96.22620209,CLARK CR     03.1421,MARBLEMOUNT HATCHERY,SKAGIT R     03.0176,WA,NPS,UPSK,21478
WDFW,chinook,3,1993,1995,5/19/1995,5/20/1995,139.5,Y,H,106.47,207.4627494,ECHO BAY -FOX ISLAND,FOX ISLAND NET PENS,DESCHUTES R  13.0028,WA,SPS,EKPS,38230
SUQ,chinook,3,1997,1998,4/14/1998,5/14/1998,119,G,H,7.92,89.01630737,GORST CR     15.0216,GORST CR REAR.POND-1,GROVERS CR   15.0299,WA,MPS,EKPN,950860
SUQ,chinook,3,1997,1998,4/14/1998,5/14/1998,119,G,H,9.19,93.4333497,GORST CR     15.0216,GORST CR REAR.POND-1,GROVERS CR   15.0299,WA,MPS,EKPN,897331
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,22856
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,21277
TULA,chinook,2,2005,2006,5/4/2006,5/17/2006,130.5,G,H,7.39,78,TULALIP CR   07.0001,BERNIE GOBIN HATCH,SKYKOMISH R  07.0012,WA,NPS,SNOH,939689
WDFW,chinook,3,1994,1995,2/21/1995,2/21/1995,52,E,H,0.46,35.23752869,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,713000
NMFS,chinook,3,1971,1972,6/15/1972,6/15/1972,167,S,H,NA,NA,PORTAGE BAY/SHIP CNL,MONTLAKE HATCHERY,NA,WA,MPS,LAKW,17740
WDFW,chinook,3,2008,2009,2/17/2009,2/25/2009,52,,H,2.57,61.7029269,STEILACOOM LK (PIER),LAKEWOOD HATCHERY,CHAMBERS CR  12.0007,WA,SPS,CHAM,172501
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,23618
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,18908
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,23653
WDFW,chinook,3,1996,1997,5/25/1997,5/25/1997,145,,H,5.89,80,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,202610
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,24127
MIT,chinook,3,1997,1998,3/17/1998,3/17/1998,76,F,H,3.03,65.10152755,CHARLEY CR   09.0201,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,20992
WDFW,chinook,3,1994,1995,5/22/1995,5/22/1995,142,,H,7.17,87,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,1030000
WDFW,chinook,3,1997,1998,4/22/1998,4/22/1998,112,,H,2.56,61.62464461,CAPITOL LK (THUR),TUMWATER FALLS HATCHERY,DESCHUTES R  13.0028,WA,SPS,DES,910975
WDFW,chinook,3,2006,2008,5/7/2008,5/7/2008,128,Y,H,75.59,175,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,12063
WDFW,chinook,3,2012,2013,5/15/2013,5/16/2013,135.5,,H,4.77,84,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,416050
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,22377
WDFW,chinook,3,2011,2012,5/14/2012,5/14/2012,135,,H,5.53,79.19026067,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,774350
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,23575
SKOK,chinook,3,1997,1998,4/9/1998,4/9/1998,99,G,H,3.22,66.40366343,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,21460
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,24395
SKOK,chinook,3,1997,1998,4/10/1998,4/10/1998,100,G,H,2.87,63.96157842,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,25580
TULA,chinook,3,1997,1998,4/30/1998,4/30/1998,120,G,H,5.68,79.8834108,TULALIP CR   07.0001,BERNIE GOBIN HATCH,WALLACE R    07.0940,WA,NPS,SNOH,1700000
WDFW,chinook,1,1999,2000,5/15/2000,5/15/2000,136,,H,4.53,46,KENDALL CR   01.0406,KENDALL CR HATCHERY,NOOKSACK R   01.0120,WA,NOWA,NOOK,225000
WDFW,chinook,3,1999,2000,6/1/2000,6/1/2000,153,,H,5.66,81,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,3110853
WDFW,chinook,3,2004,2006,4/13/2006,4/13/2006,103,Y,H,44.46,160,CAPITOL LK (THUR),PERCIVAL COVE NET PN,DESCHUTES R  13.0028,WA,SPS,DES,97850
WDFW,chinook,3,2004,2005,5/25/2005,5/25/2005,145,,H,5.46,78.86244651,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,224000
WDFW,chinook,3,2003,2005,3/30/2005,3/30/2005,89,Y,H,75.59,188,CHAMBERS CR  12.0007,CHAMBERS CR HATCHERY,DESCHUTES R  13.0028,WA,SPS,CHAM,21200
WDFW,chinook,3,2013,2014,5/20/2014,5/20/2014,140,,H,4.27,73,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,244207
MIT,chinook,3,1997,1998,3/12/1998,3/12/1998,71,F,H,3.24,66.53768633,SUNDAY CR    09.0297,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,18949
WDFW,chinook,1,1952,1954,1/19/1954,1/19/1954,19,S,H,12.59,103.5186106,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,9648
MIT,chinook,3,1997,1998,3/13/1998,3/13/1998,72,F,H,3.24,66.53768633,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,18452
MIT,chinook,3,1997,1998,3/13/1998,3/13/1998,72,F,H,3.24,66.53768633,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,19530
WDFW,chinook,3,2002,2003,5/28/2003,5/28/2003,148,,H,5.55,83,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,108600
WDFW,chinook,3,2013,2014,6/18/2014,6/18/2014,169,,H,7.95,97,MORSE CR     18.0185,MORSE CREEK HATCHERY,ELWHA R      18.0272,WA,JUAN,ELDU,197865
MIT,chinook,3,1997,1998,3/13/1998,3/13/1998,72,F,H,3.24,66.53768633,MCCAIN CR    09.0267,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,13762
WDFW,chinook,1,1999,2000,8/11/2000,8/15/2000,226,,H,4.16,70,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,220802
WDFW,chinook,3,2013,2014,5/12/2014,5/12/2014,132,,H,6.87,84.98770696,CHAMBERS CR  12.0007,GARRISON HATCHERY,DESCHUTES R  13.0028,WA,SPS,CHAM,75840
COOP,chinook,1,1997,1998,4/2/1998,4/2/1998,92,G,H,2.16,58,WRONG CR     10.0205,CRIPPLE CR REARNG PD,WHITE R      10.0031,WA,MPS,PUYA,20000
COOP,chinook,1,1997,1998,5/22/1998,6/5/1998,149,G,H,5.39,82,HUCKLEBERRY C10.0253,HUCKLEBERRY C RRNG P-ARMY,WHITE R      10.0031,WA,MPS,PUYA,175650
COOP,chinook,1,1997,1998,5/22/1998,6/5/1998,149,G,H,5.44,82,MINERAL CR   10.0085,CLEARWATER R RRNG PD,WHITE R      10.0031,WA,MPS,PUYA,226500
COOP,chinook,1,1997,1998,5/22/1998,5/29/1998,145.5,G,H,3.86,75,WRONG CR     10.0205,CRIPPLE CR REARNG PD,WHITE R      10.0031,WA,MPS,PUYA,62530
RFEG,chinook,3,1998,1999,5/1/1999,5/1/1999,121,,H,5.03,76.78385305,JOHN CR      16.0253,RFEG 6 HOOD CANAL,GEORGE ADAMS (PURDY),WA,HOOD,SKDO,60000
WDFW,chinook,3,2002,2003,5/5/2003,5/5/2003,125,,H,10.3,96.96779447,CHAMBERS CR  12.0007,CHAMBERS CR HATCHERY,CHAMBERS CR  12.0007,WA,SPS,CHAM,41683
WDFW,chinook,3,1995,1996,5/16/1996,5/16/1996,137,,H,6.47,83.34369158,CHAMBERS CR  12.0007,GARRISON HATCHERY,CHAMBERS CR  12.0007,WA,SPS,CHAM,278000
COOP,chinook,1,1997,1998,5/22/1998,5/29/1998,145.5,G,H,4.78,77,WRONG CR     10.0205,CRIPPLE CR REARNG PD,WHITE R      10.0031,WA,MPS,PUYA,22230
PUYA,chinook,3,1997,1998,6/27/1998,6/27/1998,178,G,H,0.92,44.15998185,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,5954
PUYA,chinook,3,1997,1998,5/6/1998,5/6/1998,126,G,H,2.45,63,WILKESON CR  10.0432,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,108000
TULA,chinook,2,2002,2003,5/15/2003,5/15/2003,135,G,H,5.4,78.5791996,TULALIP CR   07.0001,BERNIE GOBIN HATCH,SKYKOMISH R  07.0012,WA,NPS,SNOH,188100
MAKAH,chinook,3,2002,2003,6/4/2003,6/5/2003,155.5,G,H,4.98,76.53447776,HOKO R       19.0148,HOKO FALLS HATCHERY,HOKO R       19.0148,WA,JUAN,LYHO,54367
WDFW,chinook,3,2003,2004,5/11/2004,5/11/2004,132,,H,6.31,83,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,55000
WDFW,chinook,3,1996,1998,4/1/1998,4/10/1998,95.5,Y,H,69.78,180.7959984,CHAMBERS CR  12.0007,CHAMBERS CR HATCHERY,MCALLISTER CR11.0324,WA,SPS,CHAM,22340
WDFW,chinook,3,2000,2001,5/15/2001,5/15/2001,135,,H,9.65,95,STEILACOOM LK (PIER),GARRISON HATCHERY,MCALLISTER CR11.0324,WA,SPS,CHAM,97995
MIT,chinook,3,1997,1998,3/11/1998,3/11/1998,70,F,H,3.24,66.53768633,INTAKE CR    09.0328,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,18200
PUYA,chinook,3,1998,1999,4/30/1999,4/30/1999,120,G,H,3.63,72,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,DIRU CR      10.0029,WA,MPS,PUYA,13663
PUYA,chinook,3,1998,1999,6/8/1999,6/8/1999,159,G,H,8.72,93,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,DIRU CR      10.0029,WA,MPS,PUYA,217500
WDFW,chinook,1,1952,1954,3/11/1954,3/11/1954,70,S,H,11.33,100.0244303,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,12640
WDFW,chinook,1,1952,1954,3/12/1954,3/12/1954,71,S,H,11.33,100.0244303,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,12560
WDFW,chinook,1,1952,1954,3/12/1954,3/12/1954,71,S,H,15.11,109.8552186,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,9000
SUQ,chinook,3,1998,1998,12/31/1998,12/31/1998,365,E,H,0.41,33.94162066,GROVERS CR   15.0299,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,189273
COOP,chinook,2,2002,2003,4/21/2003,6/11/2003,136.5,G,H,5.27,77.95813573,WHITEHORSE SPRINGS,WHITEHORSE POND,STILLAGUAMISH R -NF,WA,NPS,STIL,183135
SUQ,chinook,3,2002,2003,5/15/2003,5/28/2003,141.5,G,H,7.32,86.7617984,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,200067
NISQ,chinook,3,2002,2003,5/9/2003,6/3/2003,141.5,G,H,7.56,87.67803541,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,571023
NISQ,chinook,3,2002,2003,5/9/2003,6/11/2003,145.5,G,H,7.82,88.64875206,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,2099626
PUYA,chinook,3,2002,2003,6/2/2003,6/2/2003,153,G,H,5.97,81.18926395,COWSKULL ACCLIM POND,COWSKULL ACCLIM POND,VOIGHT CR    10.0414,WA,MPS,PUYA,200200
TULA,chinook,3,2002,2003,5/15/2003,5/15/2003,135,G,H,5.4,78.5791996,TULALIP CR   07.0001,BERNIE GOBIN HATCH,WALLACE R + SAMISH,WA,NPS,SNOH,1250558
NISQ,chinook,3,2002,2003,5/7/2003,6/5/2003,141.5,G,H,7.32,86.7617984,KALAMA CR    11.0017,KALAMA CR HATCHERY,KALAMA CR    11.0017,WA,SPS,NISQ,649891
COOP,chinook,2,2002,2003,4/17/2003,6/11/2003,134.5,G,H,5.27,77.95813573,WHITEHORSE SPRINGS,WHITEHORSE POND,STILLAGUAMISH R -NF,WA,NPS,STIL,106304
WDFW,chinook,3,1953,1954,2/8/1954,2/8/1954,39,F,H,0.45,34.98623677,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,138740
WDFW,chinook,3,1953,1954,2/9/1954,2/9/1954,40,F,H,0.45,34.98623677,COVINGTON CR 09.0083,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,135767
WDFW,chinook,3,1953,1954,2/19/1954,2/19/1954,50,F,H,0.45,34.98623677,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,52523
MAKAH,chinook,3,2002,2003,5/27/2003,5/27/2003,147,G,H,4.58,74.47595366,LITTLE HOKO R19.0149,HOKO FALLS HATCHERY,HOKO R       19.0148,WA,JUAN,LYHO,50039
WDFW,chinook,3,1953,1954,3/10/1954,3/10/1954,69,G,H,0.97,44.92758381,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,46632
NISQ,chinook,3,2002,2003,5/9/2003,6/3/2003,141.5,G,H,7.56,87.67803541,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,100391
NISQ,chinook,3,2002,2003,5/9/2003,6/11/2003,145.5,G,H,6.87,84.98770696,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,93093
SUQ,chinook,3,2002,2003,5/22/2003,6/13/2003,153,G,H,6.48,83.38561555,GORST CR     15.0216,GORST CR REARING PND,GROVERS CR   15.0299,WA,MPS,EKPN,927436
WDFW,chinook,3,1953,1954,3/10/1954,3/10/1954,69,G,H,0.94,44.47031947,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,48517
SUQ,chinook,3,2002,2003,5/15/2003,5/28/2003,141.5,G,H,7.32,86.7617984,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,206522
SUQ,chinook,3,2002,2003,5/22/2003,6/13/2003,153,G,H,6.17,82.06511744,GORST CR     15.0216,GORST CR REARING PND,GROVERS CR   15.0299,WA,MPS,EKPN,1026090
WDFW,chinook,3,1953,1954,4/6/1954,4/6/1954,96,G,H,1.82,55.14507901,JENKINS CR   09.0087,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,79236
WDFW,chinook,3,1953,1954,4/6/1954,4/6/1954,96,G,H,1.82,55.14507901,COVINGTON CR 09.0083,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,74152
WDFW,chinook,3,1953,1954,5/4/1954,5/4/1954,124,P,H,3.4,67.59029425,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,12901
WDFW,chinook,3,1953,1954,5/4/1954,5/4/1954,124,P,H,3.3,66.93643721,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,21646
WDFW,chinook,3,1953,1954,5/4/1954,5/4/1954,124,P,H,3.3,66.93643721,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,18084
WDFW,chinook,3,1953,1954,5/4/1954,5/4/1954,124,P,H,3.3,66.93643721,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,38497
WDFW,chinook,3,1953,1954,5/5/1954,5/5/1954,125,P,H,3.28,66.80406755,GREEN R      09.0001,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,37327
WDFW,chinook,3,1953,1954,5/10/1954,5/10/1954,130,G,H,2.26,59.17356712,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,31600
WDFW,chinook,3,1953,1954,5/10/1954,5/10/1954,130,G,H,2.26,59.17356712,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,32000
WDFW,chinook,3,2001,2002,5/24/2002,5/24/2002,144,,H,5.53,78,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,338625
WDFW,chinook,3,1953,1954,5/12/1954,5/12/1954,132,G,H,2.26,59.17356712,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,42400
WDFW,chinook,3,1953,1954,5/17/1954,5/17/1954,137,S,H,3.82,70.2030515,JENKINS CR   09.0087,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,10174
WDFW,chinook,3,1953,1954,5/19/1954,5/19/1954,139,G,H,2.43,60.58767545,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,84227
WDFW,chinook,3,1953,1954,5/19/1954,5/19/1954,139,G,H,2.43,60.58767545,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,85601
WDFW,chinook,3,1953,1954,5/20/1954,5/20/1954,140,S,H,3.8,70.08315374,JENKINS CR   09.0087,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,12376
WDFW,chinook,3,1953,1954,5/28/1954,5/28/1954,148,S,H,3.62,68.98442408,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,23125
MIT,chinook,3,1998,1999,3/26/1999,3/26/1999,85,G,H,2.62,62.09128752,GREEN R TRIB 09.0221,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,23165
